LOG - Thu, 14 Mar 2019 12:28:39

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player position change (ID=1, NEW-X=312, NEW-Y=381, NEW-ROT=-2.612864)
PUBLIC:	Player position change (ID=1, NEW-X=284, NEW-Y=359, NEW-ROT=-2.465956)
PUBLIC:	Player position change (ID=1, NEW-X=266, NEW-Y=338, NEW-ROT=-2.276152)
PUBLIC:	Player position change (ID=1, NEW-X=258, NEW-Y=319, NEW-ROT=-1.973117)
PUBLIC:	Player position change (ID=1, NEW-X=256, NEW-Y=302, NEW-ROT=-1.693632)
PUBLIC:	Player position change (ID=1, NEW-X=259, NEW-Y=288, NEW-ROT=-1.336381)
PUBLIC:	Player position change (ID=1, NEW-X=266, NEW-Y=277, NEW-ROT=-0.943167)
PUBLIC:	Player position change (ID=1, NEW-X=279, NEW-Y=272, NEW-ROT=-0.352309)
PUBLIC:	Player position change (ID=1, NEW-X=306, NEW-Y=278, NEW-ROT=0.243260)
PUBLIC:	Player position change (ID=1, NEW-X=339, NEW-Y=294, NEW-ROT=0.446741)
PUBLIC:	Player position change (ID=1, NEW-X=372, NEW-Y=315, NEW-ROT=0.567440)
PUBLIC:	Player position change (ID=1, NEW-X=403, NEW-Y=339, NEW-ROT=0.655696)
PUBLIC:	Player position change (ID=1, NEW-X=433, NEW-Y=365, NEW-ROT=0.720782)
PUBLIC:	Player position change (ID=1, NEW-X=460, NEW-Y=393, NEW-ROT=0.804574)
PUBLIC:	Player position change (ID=1, NEW-X=485, NEW-Y=423, NEW-ROT=0.873332)
PUBLIC:	Player position change (ID=1, NEW-X=509, NEW-Y=454, NEW-ROT=0.912669)
PUBLIC:	Player position change (ID=1, NEW-X=531, NEW-Y=487, NEW-ROT=0.972893)
PUBLIC:	Player position change (ID=1, NEW-X=553, NEW-Y=520, NEW-ROT=0.982794)
PUBLIC:	Player position change (ID=1, NEW-X=574, NEW-Y=553, NEW-ROT=0.998981)
PUBLIC:	Player position change (ID=1, NEW-X=595, NEW-Y=586, NEW-ROT=1.007249)
PUBLIC:	Player position change (ID=1, NEW-X=616, NEW-Y=619, NEW-ROT=1.005802)
PUBLIC:	Player position change (ID=1, NEW-X=637, NEW-Y=652, NEW-ROT=0.995724)
PUBLIC:	Player position change (ID=1, NEW-X=659, NEW-Y=685, NEW-ROT=0.972990)
PUBLIC:	Player position change (ID=1, NEW-X=682, NEW-Y=717, NEW-ROT=0.941787)
PUBLIC:	Player position change (ID=1, NEW-X=706, NEW-Y=748, NEW-ROT=0.913019)
PUBLIC:	Player position change (ID=1, NEW-X=731, NEW-Y=778, NEW-ROT=0.881718)
PUBLIC:	Player position change (ID=1, NEW-X=757, NEW-Y=807, NEW-ROT=0.836293)
PUBLIC:	Player position change (ID=1, NEW-X=786, NEW-Y=834, NEW-ROT=0.742480)
PUBLIC:	Player position change (ID=1, NEW-X=817, NEW-Y=856, NEW-ROT=0.628038)
PUBLIC:	Player position change (ID=1, NEW-X=845, NEW-Y=870, NEW-ROT=0.486243)
PUBLIC:	Player position change (ID=1, NEW-X=869, NEW-Y=878, NEW-ROT=0.336313)
PUBLIC:	Player position change (ID=1, NEW-X=890, NEW-Y=881, NEW-ROT=0.168207)
PUBLIC:	Player position change (ID=1, NEW-X=907, NEW-Y=881, NEW-ROT=0.011494)
PUBLIC:	Player position change (ID=1, NEW-X=921, NEW-Y=877, NEW-ROT=-0.238245)

LOG - Thu, 14 Mar 2019 12:36:39

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=3, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=3)
PUBLIC:	Player delete (ID=3)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=4, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=4)
PUBLIC:	Player delete (ID=4)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=5)
PUBLIC:	Server leave notification (ID=5)
PUBLIC:	Player delete (ID=5)
PRIVAT:	Default name & id setup (ID=6, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=6, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=6)
PUBLIC:	Server leave notification (ID=6)
PUBLIC:	Player delete (ID=6)
PRIVAT:	Default name & id setup (ID=7, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=7, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=7)
PUBLIC:	Server leave notification (ID=7)
PUBLIC:	Player delete (ID=7)
PRIVAT:	Default name & id setup (ID=8, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=8, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=8)

LOG - Thu, 14 Mar 2019 12:45:21

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=2)

LOG - Thu, 14 Mar 2019 12:46:06

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0.000000)
PUBLIC:	Server join notification (ID=1)

LOG - Thu, 14 Mar 2019 12:49:21

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)

LOG - Thu, 14 Mar 2019 12:50:51

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)

LOG - Thu, 14 Mar 2019 12:51:56

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)

LOG - Thu, 14 Mar 2019 12:53:18

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=3, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=3)
PUBLIC:	Player delete (ID=3)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=4, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=4)
PUBLIC:	Player delete (ID=4)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=5, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=5)
PUBLIC:	Server leave notification (ID=5)
PUBLIC:	Player delete (ID=5)
PRIVAT:	Default name & id setup (ID=6, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=6, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=6)

LOG - Thu, 14 Mar 2019 12:59:26

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=3, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)

LOG - Thu, 14 Mar 2019 13:02:27

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=3, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)

LOG - Thu, 14 Mar 2019 13:06:29

PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=2, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)

LOG - Thu, 14 Mar 2019 13:15:31


LOG - Thu, 14 Mar 2019 13:16:06

JOIN:	('::1', 51871, 0, 0)(NAME=Player #1, ID=0)
PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)

LOG - Thu, 14 Mar 2019 13:16:20

JOIN:	('::1', 51888, 0, 0) (NAME=Player #1, ID=0)
PRIVAT:	Default name & id setup (ID=0, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=0, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=0)
PUBLIC:	Server leave notification (ID=0)
PUBLIC:	Player delete (ID=0)
JOIN:	('::1', 51934, 0, 0) (NAME=Player #1, ID=1)
PRIVAT:	Default name & id setup (ID=1, DEFAULT-NAME=Player #1)
PUBLIC:	Player data (ID=1, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=1)
JOIN:	('::1', 52033, 0, 0) (NAME=Player #2, ID=2)
PRIVAT:	Default name & id setup (ID=2, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=1, NAME=Player #1, X=585, Y=432, ROT=151)
PUBLIC:	Player data (ID=2, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=2)
PUBLIC:	Server leave notification (ID=2)
PUBLIC:	Player delete (ID=2)
JOIN:	('::1', 52448, 0, 0) (NAME=Player #2, ID=3)
PRIVAT:	Default name & id setup (ID=3, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=1, NAME=Player #1, X=690, Y=285, ROT=154)
PUBLIC:	Player data (ID=3, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=3)
PUBLIC:	Server leave notification (ID=1)
PUBLIC:	Player delete (ID=1)
JOIN:	('::1', 52473, 0, 0) (NAME=Player #1, ID=4)
PRIVAT:	Default name & id setup (ID=4, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=3, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=4, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=4)
PUBLIC:	Server leave notification (ID=3)
PUBLIC:	Player delete (ID=3)
JOIN:	('::1', 52483, 0, 0) (NAME=Player #2, ID=5)
PRIVAT:	Default name & id setup (ID=5, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=5, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=5)
PUBLIC:	Server leave notification (ID=5)
PUBLIC:	Player delete (ID=5)
JOIN:	('::1', 52499, 0, 0) (NAME=Player #2, ID=6)
PRIVAT:	Default name & id setup (ID=6, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=6, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=6)
PUBLIC:	Server leave notification (ID=6)
PUBLIC:	Player delete (ID=6)
JOIN:	('::1', 52516, 0, 0) (NAME=Player #2, ID=7)
PRIVAT:	Default name & id setup (ID=7, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=7, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=7)
PUBLIC:	Server leave notification (ID=7)
PUBLIC:	Player delete (ID=7)
JOIN:	('::1', 52538, 0, 0) (NAME=Player #2, ID=8)
PRIVAT:	Default name & id setup (ID=8, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=8, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=8)
PUBLIC:	Server leave notification (ID=8)
PUBLIC:	Player delete (ID=8)
JOIN:	('::1', 52554, 0, 0) (NAME=Player #2, ID=9)
PRIVAT:	Default name & id setup (ID=9, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=9, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=9)
PUBLIC:	Server leave notification (ID=9)
PUBLIC:	Player delete (ID=9)
JOIN:	('::1', 52561, 0, 0) (NAME=Player #2, ID=10)
PRIVAT:	Default name & id setup (ID=10, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=10, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=10)
PUBLIC:	Server leave notification (ID=10)
PUBLIC:	Player delete (ID=10)
JOIN:	('::1', 52575, 0, 0) (NAME=Player #2, ID=11)
PRIVAT:	Default name & id setup (ID=11, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=11, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=11)
PUBLIC:	Server leave notification (ID=11)
PUBLIC:	Player delete (ID=11)
JOIN:	('::1', 52595, 0, 0) (NAME=Player #2, ID=12)
PRIVAT:	Default name & id setup (ID=12, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=12, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=12)
PUBLIC:	Server leave notification (ID=12)
PUBLIC:	Player delete (ID=12)
JOIN:	('::1', 52622, 0, 0) (NAME=Player #2, ID=13)
PRIVAT:	Default name & id setup (ID=13, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=4, NAME=Player #1, X=750, Y=310, ROT=66)
PUBLIC:	Player data (ID=13, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=13)
PUBLIC:	Server leave notification (ID=4)
PUBLIC:	Player delete (ID=4)
JOIN:	('::1', 52641, 0, 0) (NAME=Player #1, ID=14)
PRIVAT:	Default name & id setup (ID=14, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=13, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=14, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=14)
PUBLIC:	Server leave notification (ID=14)
PUBLIC:	Player delete (ID=14)
JOIN:	('::1', 52665, 0, 0) (NAME=Player #1, ID=15)
PRIVAT:	Default name & id setup (ID=15, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=13, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=15, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=15)
PUBLIC:	Server leave notification (ID=15)
PUBLIC:	Player delete (ID=15)
JOIN:	('::1', 52697, 0, 0) (NAME=Player #1, ID=16)
PRIVAT:	Default name & id setup (ID=16, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=13, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=16, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=16)
PUBLIC:	Server leave notification (ID=16)
PUBLIC:	Player delete (ID=16)
JOIN:	('::1', 52713, 0, 0) (NAME=Player #1, ID=17)
PRIVAT:	Default name & id setup (ID=17, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=13, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Player data (ID=17, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=17)
PUBLIC:	Server leave notification (ID=13)
PUBLIC:	Player delete (ID=13)
JOIN:	('::1', 52731, 0, 0) (NAME=Player #2, ID=18)
PRIVAT:	Default name & id setup (ID=18, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=17, NAME=Player #1, X=640, Y=60, ROT=102)
PUBLIC:	Player data (ID=18, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=18)
PUBLIC:	Server leave notification (ID=18)
PUBLIC:	Player delete (ID=18)
JOIN:	('::1', 52746, 0, 0) (NAME=Player #2, ID=19)
PRIVAT:	Default name & id setup (ID=19, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=17, NAME=Player #1, X=541, Y=97, ROT=337)
PUBLIC:	Player data (ID=19, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=19)
PUBLIC:	Server leave notification (ID=19)
PUBLIC:	Player delete (ID=19)
JOIN:	('::1', 52785, 0, 0) (NAME=Player #2, ID=20)
PRIVAT:	Default name & id setup (ID=20, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=17, NAME=Player #1, X=321, Y=470, ROT=124)
PUBLIC:	Player data (ID=20, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=20)
PUBLIC:	Server leave notification (ID=20)
PUBLIC:	Player delete (ID=20)
JOIN:	('::1', 52819, 0, 0) (NAME=Player #2, ID=21)
PRIVAT:	Default name & id setup (ID=21, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=17, NAME=Player #1, X=321, Y=470, ROT=124)
PUBLIC:	Player data (ID=21, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=21)
PUBLIC:	Server leave notification (ID=17)
PUBLIC:	Player delete (ID=17)
JOIN:	('::1', 52834, 0, 0) (NAME=Player #1, ID=22)
PRIVAT:	Default name & id setup (ID=22, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=21, NAME=Player #2, X=382, Y=216, ROT=9)
PUBLIC:	Player data (ID=22, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=22)
PUBLIC:	Server leave notification (ID=22)
PUBLIC:	Player delete (ID=22)
JOIN:	('::1', 52872, 0, 0) (NAME=Player #1, ID=23)
PRIVAT:	Default name & id setup (ID=23, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=21, NAME=Player #2, X=462, Y=602, ROT=180)
PUBLIC:	Player data (ID=23, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=23)
PUBLIC:	Server leave notification (ID=21)
PUBLIC:	Player delete (ID=21)
JOIN:	('::1', 52893, 0, 0) (NAME=Player #2, ID=24)
PRIVAT:	Default name & id setup (ID=24, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=23, NAME=Player #1, X=443, Y=212, ROT=67)
PUBLIC:	Player data (ID=24, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=24)
PUBLIC:	Server leave notification (ID=24)
PUBLIC:	Player delete (ID=24)
JOIN:	('::1', 52927, 0, 0) (NAME=Player #2, ID=25)
PRIVAT:	Default name & id setup (ID=25, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=23, NAME=Player #1, X=443, Y=212, ROT=67)
PUBLIC:	Player data (ID=25, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=25)
PUBLIC:	Server leave notification (ID=25)
PUBLIC:	Player delete (ID=25)
JOIN:	('::1', 52952, 0, 0) (NAME=Player #2, ID=26)
PRIVAT:	Default name & id setup (ID=26, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=23, NAME=Player #1, X=443, Y=212, ROT=67)
PUBLIC:	Player data (ID=26, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=26)
PUBLIC:	Server leave notification (ID=23)
PUBLIC:	Player delete (ID=23)
JOIN:	('::1', 53038, 0, 0) (NAME=Player #1, ID=27)
PRIVAT:	Default name & id setup (ID=27, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=26, NAME=Player #2, X=382, Y=344, ROT=250)
PUBLIC:	Player data (ID=27, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=27)
PUBLIC:	Server leave notification (ID=26)
PUBLIC:	Player delete (ID=26)
JOIN:	('::1', 53050, 0, 0) (NAME=Player #2, ID=28)
PRIVAT:	Default name & id setup (ID=28, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=27, NAME=Player #1, X=654, Y=381, ROT=151)
PUBLIC:	Player data (ID=28, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=28)
PUBLIC:	Server leave notification (ID=28)
PUBLIC:	Player delete (ID=28)
JOIN:	('::1', 53074, 0, 0) (NAME=Player #2, ID=29)
PRIVAT:	Default name & id setup (ID=29, DEFAULT-NAME=Player #2)
PRIVAT:	Player data (ID=27, NAME=Player #1, X=654, Y=381, ROT=151)
PUBLIC:	Player data (ID=29, NAME=Player #2, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=29)
PUBLIC:	Server leave notification (ID=27)
PUBLIC:	Player delete (ID=27)
JOIN:	('::1', 53121, 0, 0) (NAME=Player #1, ID=30)
PRIVAT:	Default name & id setup (ID=30, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=29, NAME=Player #2, X=509, Y=544, ROT=189)
PUBLIC:	Player data (ID=30, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=30)
PUBLIC:	Server leave notification (ID=30)
PUBLIC:	Player delete (ID=30)
JOIN:	('::1', 53570, 0, 0) (NAME=Player #1, ID=31)
PRIVAT:	Default name & id setup (ID=31, DEFAULT-NAME=Player #1)
PRIVAT:	Player data (ID=29, NAME=Player #2, X=509, Y=544, ROT=189)
PUBLIC:	Player data (ID=31, NAME=Player #1, X=300, Y=300, ROT=0)
PUBLIC:	Server join notification (ID=31)
